quote_id,section,labels,quotation,title,url
2014,introduction ,['Performance'],"Our main results showing the existence of a combined hypothesis performing well regardless of the target mixture are given in Section 5 for the case of a fixed target function, and in Section 6 for the case of multiple target functions. ",Domain Adaptation with Multiple Sources,https://papers.nips.cc/paper/2008/file/0e65972dce68dad4d52d063967f0a705-Paper.pdf
2015,introduction ,['Quantitative evidence (e.g. experiments)'],Section 7 reports empirical results for a multiple source adaptation problem with a real-world dataset.,Domain Adaptation with Multiple Sources,https://papers.nips.cc/paper/2008/file/0e65972dce68dad4d52d063967f0a705-Paper.pdf
2016,conclusion ,['Theoretical guarantees'],We presented a theoretical analysis of the problem of adaptation with multiple sources. ,Domain Adaptation with Multiple Sources,https://papers.nips.cc/paper/2008/file/0e65972dce68dad4d52d063967f0a705-Paper.pdf
2017,conclusion ,"['Label efficiency (reduced need for labeled data)', 'Important']",Domain adaptation is an important problem that arises in a variety of modern applications where limited or no labeled data is available for a target application and our analysis can be relevant in a variety of situations. ,Domain Adaptation with Multiple Sources,https://papers.nips.cc/paper/2008/file/0e65972dce68dad4d52d063967f0a705-Paper.pdf
2018,conclusion ,"['Theoretical guarantees', 'Quantitative evidence (e.g. experiments)']",The theoretical guarantees proven for the distribution weight combining rule provide it with a strong foundation. Its empirical performance with a real-world data set further motivates its use in applications. ,Domain Adaptation with Multiple Sources,https://papers.nips.cc/paper/2008/file/0e65972dce68dad4d52d063967f0a705-Paper.pdf
2019,conclusion ,['Valid assumptions'],Much of the results presented were based on the assumption that the target distribution is some mixture of the source distributions. ,Domain Adaptation with Multiple Sources,https://papers.nips.cc/paper/2008/file/0e65972dce68dad4d52d063967f0a705-Paper.pdf
2021,abstract,['Novelty'],This paper investigates a new machine learning strategy called translated learning. ,Translated Learning: Transfer Learning across Different Feature Spaces,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.145.5832&rep=rep1&type=pdf
2022,abstract,['Flexibility/Extensibility'],"Unlike many previous learning tasks, we focus on how to use labeled data from one feature space to enhance the classification of other entirely different learning spaces. ",Translated Learning: Transfer Learning across Different Feature Spaces,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.145.5832&rep=rep1&type=pdf
2023,abstract,"['Qualitative evidence (e.g. examples)', 'Data efficiency']","For example, we might wish to use labeled text data to help learn a model for classifying image data, when the labeled images are difficult to obtain. ",Translated Learning: Transfer Learning across Different Feature Spaces,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.145.5832&rep=rep1&type=pdf
2024,abstract,['Unifying ideas or integrating components'],An important aspect of translated learning is to build a “bridge” to link one feature space (known as the “source space”) to another space (known as the “target space”) through a translator in order to migrate the knowledge from source to target. ,Translated Learning: Transfer Learning across Different Feature Spaces,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.145.5832&rep=rep1&type=pdf
2028,abstract,"['Quantitative evidence (e.g. experiments)', 'Performance', 'State-of-the-art']","Through experiments on the text-aided image classification and cross-language classification tasks, we demonstrate that our translated learning framework can greatly outperform many state-of-the-art baseline methods.",Translated Learning: Transfer Learning across Different Feature Spaces,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.145.5832&rep=rep1&type=pdf
2029,introduction,['Large scale'],Traditional machine learning relies on the availability of a large amount of labeled data to train a model in the same feature space. ,Translated Learning: Transfer Learning across Different Feature Spaces,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.145.5832&rep=rep1&type=pdf
2031,introduction,"['Data efficiency', 'Label efficiency (reduced need for labeled data)', 'Building on classic work']","In order to save much labeling work, various machine learning strategies have been proposed, including semi-supervised learning [13], transfer learning [3, 11, 10], self-taught learning [9], etc. ",Translated Learning: Transfer Learning across Different Feature Spaces,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.145.5832&rep=rep1&type=pdf
2033,introduction,"['Qualitative evidence (e.g. examples)', 'Data efficiency', 'Label efficiency (reduced need for labeled data)']","For example, if the training data are documents, then the classifiers cannot accept test data from a video space. However, in practice, we often face the problem where the labeled data are scarce in its own feature space, whereas there are sufficient labeled data in other feature spaces. ",Translated Learning: Transfer Learning across Different Feature Spaces,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.145.5832&rep=rep1&type=pdf
2034,introduction,"['Qualitative evidence (e.g. examples)', 'Data efficiency', 'Label efficiency (reduced need for labeled data)', 'Facilitating use (e.g. sharing code)']","For example, there may be few labeled images available, but there are often plenty of labeled text documents on the Web (e.g., through the Open Directory Project, or ODP, http://www.dmoz.org/).",Translated Learning: Transfer Learning across Different Feature Spaces,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.145.5832&rep=rep1&type=pdf
2035,introduction,['Qualitative evidence (e.g. examples)'],"Another example is cross-language classification where labeled documents in English are much more than ones in some other languages such as Bangla, which has only 21 Web pages in the ODP.",Translated Learning: Transfer Learning across Different Feature Spaces,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.145.5832&rep=rep1&type=pdf
2036,introduction,"['Data efficiency', 'Label efficiency (reduced need for labeled data)']","Therefore, it would be great if we could learn the knowledge across different feature spaces and to save a substantial labeling effort.",Translated Learning: Transfer Learning across Different Feature Spaces,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.145.5832&rep=rep1&type=pdf
2037,introduction,"['Flexibility/Extensibility', 'Building on classic work']","To address the transferring of knowledge across different feature spaces, researchers have proposed multi-view learning [2, 8, 7] in which each instance has multiple views in different feature spaces. ",Translated Learning: Transfer Learning across Different Feature Spaces,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.145.5832&rep=rep1&type=pdf
2040,introduction,"['Novelty', 'Formal description/analysis', 'Data efficiency']","To solve this novel learning problem, we develop a novel framework named as translated learning, where training data and test data can be in totally different feature spaces. ",Translated Learning: Transfer Learning across Different Feature Spaces,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.145.5832&rep=rep1&type=pdf
2042,introduction,['Generality'],"Clearly, the translated learning framework is more general and difficult than traditional learning problems. ",Translated Learning: Transfer Learning across Different Feature Spaces,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.145.5832&rep=rep1&type=pdf
2043,introduction,"['Quantitative evidence (e.g. experiments)', 'Qualitative evidence (e.g. examples)']","Figure 1 presents an intuitive illustration of six different learning strategies, including supervised learning, semi-supervised learning [13], transfer learning [10], self-taught learning [9], multi-view learning [2], and finally, translated learning.",Translated Learning: Transfer Learning across Different Feature Spaces,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.145.5832&rep=rep1&type=pdf
2044,introduction,"['Data efficiency', 'Label efficiency (reduced need for labeled data)']","An intuitive idea for translated learning is to somehow translate all the training data into a target feature space, where learning can be done within a single feature space. ",Translated Learning: Transfer Learning across Different Feature Spaces,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.145.5832&rep=rep1&type=pdf
2045,introduction,"['Successful', 'Building on classic work']",This idea has already been demonstrated successful in several applications in cross-lingual text classification [1]. ,Translated Learning: Transfer Learning across Different Feature Spaces,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.145.5832&rep=rep1&type=pdf
2046,introduction,['Generality'],"However, for the more general translated learning problem, this idea is hard to be realized, since machine translation between different feature spaces is very difficult to accomplish in many non-natural language cases, such as translating documents to images. ",Translated Learning: Transfer Learning across Different Feature Spaces,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.145.5832&rep=rep1&type=pdf
2049,introduction,"['Quantitative evidence (e.g. experiments)', 'Data efficiency', 'Label efficiency (reduced need for labeled data)', 'Effectiveness']","While these data may not be sufficient in building a good classifier for the target domain, as we will demonstrate in our experimental study in the paper, by leveraging the available labeled data in the source domain, we can indeed build effective translators.",Translated Learning: Transfer Learning across Different Feature Spaces,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.145.5832&rep=rep1&type=pdf
2050,introduction,['Qualitative evidence (e.g. examples)'],An example is to translate between the text and image feature spaces using the social tagging data from Web sites such as Flickr (http://www.flickr.com/).,Translated Learning: Transfer Learning across Different Feature Spaces,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.145.5832&rep=rep1&type=pdf
2051,introduction,['Unifying ideas or integrating components'],The main contribution of our work is to combine the feature translation and the nearest neighbor learning into a unified model by making use of a language model [5]. ,Translated Learning: Transfer Learning across Different Feature Spaces,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.145.5832&rep=rep1&type=pdf
2052,introduction,['Formal description/analysis'],"Intuitively, our model can be represented using a Markov chain c → y → x, where y represents the features of the data instances x. ",Translated Learning: Transfer Learning across Different Feature Spaces,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.145.5832&rep=rep1&type=pdf
2053,introduction,['Formal description/analysis'],"In translated learning, the training data xs are represented by the features ys in the source feature space, while the test data xt are represented by the features yt in the target feature space. ",Translated Learning: Transfer Learning across Different Feature Spaces,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.145.5832&rep=rep1&type=pdf
2054,introduction,['Formal description/analysis'],"We model the learning in the source space through a Markov chain c → ys → xs, which can be connected to another Markov chain c → yt → xt in the target space. ",Translated Learning: Transfer Learning across Different Feature Spaces,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.145.5832&rep=rep1&type=pdf
2055,introduction,"['Formal description/analysis', 'Unifying ideas or integrating components', 'Important']","An important contribution of our work then is to show how to connect these two paths, so that the new chain c → ys → yt → xt, can be used to translate the knowledge from the source space to the target one, where the mapping ys → yt is acting as a feature-level translator. ",Translated Learning: Transfer Learning across Different Feature Spaces,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.145.5832&rep=rep1&type=pdf
2058,conclusion,['Data efficiency'],"In this paper, we proposed a translated learning framework for classifying target data using data from another feature space. ",Translated Learning: Transfer Learning across Different Feature Spaces,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.145.5832&rep=rep1&type=pdf
2059,conclusion,"['Performance', 'Data efficiency', 'Label efficiency (reduced need for labeled data)', 'Unifying ideas or integrating components']","We have shown that in translated learning, even though we have very little labeled data in the target space, if we can find a bridge to link the two spaces through feature translation, we can achieve good performance by leveraging the knowledge from the source data.",Translated Learning: Transfer Learning across Different Feature Spaces,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.145.5832&rep=rep1&type=pdf
2060,conclusion,"['Formal description/analysis', 'Approximation', 'Quantitative evidence (e.g. experiments)', 'Effectiveness']","We formally formulated our translated learning framework using risk minimization, and presented an approximation method for model estimation. In our experiments, we have demonstrated how this can be done effectively through the co-occurrence data in TLRisk. ",Translated Learning: Transfer Learning across Different Feature Spaces,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.145.5832&rep=rep1&type=pdf
2061,conclusion,"['Quantitative evidence (e.g. experiments)', 'Performance', 'State-of-the-art']",The experimental results on the text-aided image classification and the cross-language classification show that our algorithm can greatly outperform the state-of-the-art baseline methods.,Translated Learning: Transfer Learning across Different Feature Spaces,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.145.5832&rep=rep1&type=pdf
